,id,artist_name,track_name,album_name,artist_genre,release_date,artist_popularity,track_popularity,artist_followers,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
885,2CpH1L4CUR47RARB3PgY1l,SAYGRACE,You Don't Own Me (feat. G-Eazy),You Don't Own Me (feat. G-Eazy),"['dance pop', 'pop', 'post-teen pop', 'r&b']",2015-03-17,58,55,174999,199315,0.664,7,-5.68,0.102,0.166,1.31e-06,0.0575,0.294,186.394,199315,3
886,2mCF8L0brIs88eH6Kf2h9p,Jonas Blue,Fast Car,Fast Car,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",2015-12-04,74,66,3694843,212424,0.57,9,-6.994,0.052,0.484,0.0,0.299,0.527,113.945,212424,4
887,5zG4pMcM2QILFOFL3Y3ZMf,Diplo,"Revolution (feat. Faustix, Imanos & Kai)",Revolution,"['edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",2013-10-08,79,0,2518258,263716,0.724,5,-5.842,0.0546,0.00499,0.000193,0.0732,0.309,148.024,263716,4
888,6y0igZArWVi6Iz0rj35c1Y,Flume,Never Be Like You (feat. Kai),Never Be Like You (feat. Kai),"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",2016-01-16,73,0,2336751,234910,0.59,0,-4.359,0.0528,0.446,0.0,0.14,0.267,119.878,234910,4
889,1i1fxkWeaMmKEB4T7zqbzK,The Chainsmokers,Don't Let Me Down,Don't Let Me Down,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",2016-02-05,81,80,19767798,208373,0.869,11,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4
890,3vv9phIu6Y1vX3jcqaGz5Z,The Chainsmokers,Roses,Roses,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",2015-06-16,81,73,19767798,226739,0.802,4,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4
891,0KMYgSe9JWHloFeEVBU6qq,G-Eazy,"Me, Myself & I","Me, Myself & I","['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",2015-10-14,76,0,5121083,252142,0.686,0,-6.106,0.0869,0.0174,0.0,0.11,0.386,111.977,252142,4
892,4ZDDB5746zxAeYpS2vJK8v,Major Lazer,Get Free,Get Free,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",2013-02-27,75,0,6322958,291707,0.547,11,-9.424,0.0695,0.124,0.177,0.0955,0.785,176.052,291707,4
893,2XPc8gL9PwxGURQFcFaDJR,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,Cheerleader (Felix Jaehn Remix Radio Edit),['dance pop'],2015-03-06,64,49,602878,181827,0.663,4,-6.117,0.0305,0.146,1.52e-05,0.174,0.614,118.016,181827,4
894,1g9V4qY5UaWJJRRYL9WYmG,OMI,Hula Hoop,Hula Hoop,['dance pop'],2015-08-28,64,30,602878,206013,0.84,10,-4.493,0.0371,0.0256,0.0,0.269,0.579,121.947,206013,4
895,275a9yzwGB6ncAW4SxY7q3,Desiigner,Panda,Panda,"['pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'viral trap']",2016-02-26,64,66,3419828,247867,0.731,10,-5.503,0.414,0.0292,0.0,0.369,0.266,145.245,247867,4
896,2Z8WuEywRWYTKe1NybPQEW,Twenty One Pilots,Ride,Blurryface,"['modern rock', 'rock']",2015-05-15,80,81,22989683,214507,0.713,6,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4
897,625SmNWs5ggrNdqqaQNp7p,Far East Movement,The Illest,The Illest,"['asian american hip hop', 'dance pop', 'edm', 'pop rap']",2013-01-01,66,44,1126854,219867,0.716,6,-4.332,0.0678,0.0105,1.7e-05,0.122,0.544,142.066,219867,3
898,61QSuw5VlC0LTS8WMO356g,Fat Joe,All The Way Up (feat. Infared),All The Way Up (feat. Infared),"['bronx hip hop', 'dance pop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']",2016-03-02,68,64,1469363,191942,0.721,10,-6.44,0.386,0.062,0.0,0.824,0.393,117.139,191942,5
899,4EHHaKZbSPRv9QHnfug58f,Hendersin,All I Got,All I Got,['indie pop rap'],2014-10-07,33,43,55379,195603,0.944,2,-5.916,0.262,0.236,0.0,0.177,0.663,81.0,195603,4
900,4NZg8df9BxJ6spPDnr6Z9T,Flosstradamus,Rollup - Baauer Remix,Ultra Trap,"['bass trap', 'edm', 'electro house', 'electronic trap', 'mashup']",2013-05-31,48,0,282259,191053,0.97,8,-3.164,0.313,0.208,0.481,0.702,0.736,165.111,191053,4
901,5EkrnmpRxIh87muSlAFkNm,Major Lazer,Be Together (feat. Wild Belle),Peace Is the Mission (Extended Edition),"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",2015-11-27,75,15,6322958,233011,0.627,6,-6.141,0.0319,0.00142,0.0,0.619,0.193,79.93,233011,4
902,1QNoKVgA758HFLu3TW2q7R,Selena Gomez,Kill Em With Kindness,Revival (Deluxe),"['dance pop', 'pop', 'post-teen pop']",2015-10-09,85,58,39149015,217907,0.884,10,-5.488,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907,4
903,1sSNWjLtY4GwyhqAwAnPD9,Daya,"Sit Still, Look Pretty",Daya,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",2015-09-04,70,23,1447519,200717,0.767,2,-3.016,0.261,0.12,0.0,0.181,0.554,181.819,200717,4
904,0aOluBqXYd0rFSCsgDyAWX,Hozier,Take Me to Church,Hozier,"['irish singer-songwriter', 'pop']",2014-10-07,78,62,5327347,241693,0.664,4,-5.303,0.0481,0.637,0.0,0.116,0.437,129.07,241693,4
905,3tCwjWLicbjsMCvXhN0WOE,MAGIC!,Rude,Rude,['reggae fusion'],2013-10-11,67,65,1292195,224773,0.807,1,-3.78,0.0364,0.0435,0.0,0.309,0.899,144.062,224773,4
906,283LAlCpfArRZOXPfkOQj0,Flight Facilities,Crave You - Adventure Club Remix,Crave You (Remixes),"['alternative dance', 'aussietronica', 'australian dance', 'edm', 'indie soul', 'nu disco']",2010-03-26,61,36,425377,236931,0.693,1,-5.645,0.0946,0.00595,0.000118,0.0726,0.083,140.0,236931,4
907,4enwRm8pMU2lOtbnx4hBEU,Sofia Carson,Love Is the Name,Love Is the Name,['pop'],2016-04-08,70,59,3284074,207716,0.776,7,-3.979,0.0363,0.00177,3.87e-05,0.0349,0.735,94.009,207716,4
908,6Knv6wdA0luoMUuuoYi2i1,Flo Rida,My House,My House,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",2015-04-07,78,76,8729012,192191,0.702,7,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4
909,7oGZAicScQt96OAW4AruYy,Jason Derulo,Want to Want Me,Everything Is 4,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",2015-05-29,80,74,11651990,207719,0.68,0,-5.508,0.0629,0.00906,0.0,0.109,0.656,114.025,207719,4
910,40MkEbKzuSW9ET6HBngqnK,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) [Remix],Peace Is The Mission (Extended),"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",2015-11-27,75,0,6322958,166138,0.877,9,-3.782,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,4
911,4twN8XVAan1u9VVb8uxTCx,Major Lazer,Too Original (feat. Elliphant & Jovi Rockwell),Peace Is The Mission,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",2015-06-01,75,0,6322958,207395,0.944,0,-3.038,0.166,0.0458,9.39e-06,0.822,0.532,128.014,207395,4
912,6K8qKeWo5MsFED7wCR6Kop,Ed Sheeran,Sing,x (Deluxe Edition),"['pop', 'uk pop']",2014-06-21,91,69,106725824,235382,0.67,8,-4.451,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,235382,4
913,17YuXw2ScwLLL1sUrRKhoW,Alina Baraz,Fantasy,Urban Flora,"['etherpop', 'pop', 'r&b']",2015-05-19,67,49,1219959,218947,0.747,4,-6.056,0.091,0.353,0.0,0.138,0.331,113.933,218947,4
914,20dFEP8AXGG0vtXE3XXZFn,TNGHT,Bugg'n,TNGHT,['electronic trap'],2012-07-23,36,29,35538,205798,0.927,3,-5.194,0.0514,0.00357,0.446,0.973,0.184,140.032,205798,4
915,6YL5zD4SggAZAQcdPv5r0C,Tove Lo,Habits (Stay High),Queen Of The Clouds (Blueprint Edition),"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",2015-10-02,76,43,3218329,209160,0.65,5,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,209160,4
916,4EkXHwwBPQvd8mEdP3wOVB,Classified,3 Foot Tall,Inner Ninja EP,"['atlantic canada hip hop', 'canadian hip hop', 'canadian old school hip hop', 'indie pop rap', 'pop rap', 'underground rap']",2013-07-23,47,29,93888,220947,0.742,11,-5.739,0.0989,0.25,0.0,0.641,0.523,75.892,220947,4
918,17lmI7sB6WW46QANALz9b6,TroyBoi,W2L (Welcome To London),W2L (Welcome To London),"['bass trap', 'edm', 'electro house', 'electronic trap']",2015-10-09,61,34,365222,240000,0.681,5,-3.901,0.0496,0.0206,0.00728,0.129,0.112,135.023,240000,4
919,57kR5SniQIbsbVoIjjOUDa,DJ Snake,You Know You Like It,You Know You Like It,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",2014-10-14,78,69,8271630,247267,0.725,5,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267,4
920,7nRmfGNhHKEEu5o8yFXLXt,Disclosure,Magnets,Caracal (Deluxe),"['edm', 'house', 'pop', 'uk dance']",2015-09-25,73,63,2080628,199246,0.628,10,-7.882,0.162,0.0626,1.49e-06,0.103,0.654,92.005,199246,4
921,1LQiF6aZfnNgxerxWJRbxw,Hermitude,HyperParadise - Flume Remix,Parallel Paradise,"['australian dance', 'downtempo', 'edm', 'electronic trap', 'escape room', 'vapor twitch']",2012-06-08,55,0,252231,268307,0.827,6,-7.372,0.0714,0.0453,0.619,0.0833,0.311,144.992,268307,4
922,2Mf8ahgOy4Zu5k20dgSHaS,Buku,Janky,Janky EP,"['bass trap', 'electronic trap']",2013-01-06,40,0,45506,252000,0.67,1,-7.627,0.101,0.0288,0.585,0.279,0.512,140.024,252000,4
923,6aCxdt2bMItKgGKoznDppY,Hermitude,"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track",Dark Night Sweet Light,"['australian dance', 'downtempo', 'edm', 'electronic trap', 'escape room', 'vapor twitch']",2015-08-28,55,0,252231,235187,0.602,0,-6.591,0.315,0.249,0.00062,0.144,0.56,141.345,235187,4
925,6E7oFW7xTK6Ghucsq6tMUj,Icona Pop,Emergency,Emergency EP,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'pop dance', 'swedish electropop', 'swedish synthpop']",2015-07-17,66,55,688705,169617,0.969,6,-3.383,0.063,0.0558,0.000723,0.0635,0.928,125.985,169617,4
926,22mek4IiqubGD9ctzxc69s,Calvin Harris,How Deep Is Your Love,How Deep Is Your Love,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",2015-07-17,85,76,23059662,212640,0.868,11,-4.373,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,4
927,42ftjU4cTN5UTRksyqBKZJ,DNCE,Cake By The Ocean,SWAAY,"['dance pop', 'edm', 'pop', 'post-teen pop']",2015-10-23,70,0,4359793,218440,0.76,4,-5.459,0.0514,0.147,0.0,0.053,0.881,119.0,218440,4
928,2XR1OHseXVG13XzFX4WFng,Hermitude,Midnight Terrain,Dark Night Sweet Light,"['australian dance', 'downtempo', 'edm', 'electronic trap', 'escape room', 'vapor twitch']",2015-08-28,55,0,252231,267920,0.448,7,-10.825,0.18,0.341,0.467,0.182,0.262,74.975,267920,4
929,40pKQTN7a97uV9werTPYup,Will Bailey,Trick Killa,Blazin EP,['fidget house'],2014-05-20,8,0,992,228422,0.923,11,-6.267,0.301,0.00909,0.162,0.322,0.782,144.928,228422,4
930,4qPnE8jBZN3wmgGxspsOcP,Steve Aoki,Boneless,Boneless (Remixes),"['dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",2013-09-10,73,0,3711007,270000,0.962,11,-3.205,0.0629,0.00445,0.613,0.352,0.643,127.99,270000,4
931,14sAMwqbuFDSlLKmVBD9MI,Ingrid Michaelson,Girls Chase Boys,Lights Out,"['acoustic pop', 'ectofolk', 'lilith', 'neo mellow', 'pop rock']",2014-04-15,65,0,786807,221413,0.82,8,-5.702,0.0408,0.031,1.55e-05,0.0414,0.678,84.893,221413,4
932,5j2QwkmUGPPEo6KMygcwN2,Carnage,Kat!e - Instrumental,Bang!,"['edm', 'electro house', 'electronic trap', 'trap']",2012-11-13,57,0,309309,195974,0.531,11,-8.201,0.0904,0.00828,0.827,0.33,0.0567,134.978,195974,4
933,4qikXelSRKvoCqFcHLB2H2,Kanye West,Mercy,Mercy,"['chicago rap', 'rap']",2012-01-01,91,71,18968872,329320,0.496,6,-9.381,0.406,0.0685,5.8e-05,0.173,0.426,139.993,329320,4
934,2iJuuzV8P9Yz0VSurttIV5,will.i.am,Scream & Shout,#willpower,"['dance pop', 'pop', 'pop rap']",2013-01-01,73,77,3906266,283400,0.685,5,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400,4
935,0KGBU6sYZ1WC5UXrdvIxtC,Denzel Curry,Ultimate,32 Zel / Planet Shrooms,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'underground hip hop']",2015-06-09,73,0,2000050,189974,0.826,9,-3.106,0.311,0.095,3.42e-06,0.252,0.75,112.872,189974,4
936,5iSEsR6NKjlC9SrIJkyL3k,Kid Cudi,Pursuit Of Happiness (Nightmare),Man On The Moon: The End Of Day,"['hip hop', 'ohio hip hop', 'rap']",2009-09-15,82,73,6214037,295293,0.605,0,-8.951,0.0414,0.484,9.29e-05,0.298,0.266,115.277,295293,4
937,6Tu0jTKFEScsbtaNNSeGIV,Kyle Coglitore,Let It Go,Nice Guys Finish Last,[],2015-10-28,18,32,5132,262922,0.631,6,-7.507,0.0718,0.0709,0.0,0.126,0.368,90.842,262922,4
938,2WwPSMzd0EVQrQoZF9vMj5,Rae Sremmurd,Up Like Trump,SremmLife,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2015-01-06,73,13,7007477,193173,0.652,1,-2.672,0.0481,0.0462,5.25e-06,0.343,0.195,133.076,193173,4
939,0Eki3JBL9fNnVzwATiQpYK,Rae Sremmurd,We,We - Single,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2014-02-26,73,32,7007477,209762,0.266,1,-5.35,0.067,0.00162,0.0,0.115,0.0466,126.051,209762,4
940,12VWzyPDBCc8fqeWCAfNwR,Drake,One Dance,Views,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2016-05-13,97,0,70164923,173987,0.625,1,-5.609,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987,4
941,2bKhIGdMdcqCqQ2ZhSv5nE,DJ Snake,Middle,Middle,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",2015-10-16,78,0,8271630,220573,0.737,9,-4.079,0.0414,0.0175,0.0,0.054,0.211,104.764,220573,4
942,1huvTbEYtgltjQRXzrNKGi,Ed Sheeran,Don't,x (Deluxe Edition),"['pop', 'uk pop']",2014-06-21,91,71,106725824,219840,0.608,1,-7.008,0.0659,0.0113,0.0,0.635,0.849,95.049,219840,4
943,4tCtwWceOPWzenK2HAIJSb,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),7/27 (Deluxe),"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",2016-05-27,70,75,15155879,214480,0.585,8,-5.861,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,214480,4
944,3ZFL7FPEcp5ltaffiI4dZx,Buku,All Deez,All Trap Music,"['bass trap', 'electronic trap']",2013-02-10,40,0,45506,206118,0.609,2,-7.866,0.0439,0.025,0.846,0.193,0.291,170.064,206118,4
945,1Nbx2vVpuP3nQBUzH5JjGa,Apashe,Good Bye - Instrumental Mix,Good Bye,['bass trap'],2014-09-24,61,36,281183,315871,0.818,2,-5.347,0.0854,0.0126,0.252,0.105,0.644,154.962,315871,4
946,0pMUR7Uvp6vxlbG0qBFvgM,Alice Deejay,Better Off Alone,Who Needs Guitars Anyway?,"['eurodance', 'europop']",2000,60,16,110425,214883,0.88,8,-6.149,0.0552,0.00181,0.691,0.285,0.782,136.953,214883,4
947,5fnA9mkIfScSqHIpeDyvck,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,Prayer in C,"['french indie pop', 'french rock']",2014-05-16,62,73,240607,189413,0.875,9,-5.797,0.0262,0.024,5.41e-06,0.599,0.8,123.013,189413,4
948,6hs3SDnbO3f6VQuPO4KBEb,Rusted Root,Send Me on My Way,Music From Party of Five,"['jam band', 'pittsburgh rock', 'pop rock']",1996-11-12,57,68,182311,263333,0.681,0,-9.556,0.0672,0.114,4.01e-05,0.139,0.745,119.46,263333,4
949,4cnqxdE2opmhp7MwkvhkAJ,Nappy Roots,Good Day,Good Day,"['dirty south rap', 'gangster rap', 'southern hip hop']",2008-07-08,53,56,197444,261773,0.654,9,-6.326,0.258,0.57,0.0147,0.498,0.897,94.004,261773,4
950,27SdWb2rFzO6GWiYDBTD9j,Sia,Cheap Thrills,This Is Acting,"['australian dance', 'australian pop', 'dance pop', 'pop']",2016-01-29,88,78,25253872,211667,0.698,6,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4
951,01uqI4H13Gsd8Lyl1EYd8H,Macklemore & Ryan Lewis,Same Love (feat. Mary Lambert),The Heist,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",2012-10-09,74,63,2596246,318525,0.473,8,-9.059,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525,4
952,1wVcLKdJ4AFKPhKucNvEpy,Labrinth,Beneath Your Beautiful (feat. Emeli Sandé),Beneath Your Beautiful,"['indie poptimism', 'pop']",2013-08-27,80,0,2617949,271813,0.522,2,-5.857,0.036,0.228,0.0,0.104,0.228,83.977,271813,4
953,04iM7Te9lhFf9JJB5xDvOP,Mungo Jerry,In the Summertime,In the Summertime,"['british blues', 'bubblegum pop', 'classic uk pop']",2006,51,0,73714,211880,0.449,4,-14.013,0.0615,0.724,0.0,0.162,0.973,82.751,211880,4
954,794F99D5BQHS5ZGRXAs7I5,Nicki Minaj,Anaconda,The Pinkprint (Deluxe),"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",2014-12-15,87,66,26922557,260240,0.605,9,-6.223,0.179,0.0668,7.78e-06,0.214,0.646,129.994,260240,4
955,1ia019RqDK2o4QiANR1Dyn,Nicki Minaj,Moment 4 Life,Pink Friday,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",2010-01-01,87,70,26922557,279307,0.882,11,-3.883,0.351,0.406,0.0,0.241,0.369,98.001,279307,4
956,41Fflg7qHiVOD6dEPvsCzO,Fifth Harmony,Worth It (feat. Kid Ink),Reflection (Deluxe),"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",2015-01-30,70,73,15155879,224573,0.765,8,-3.865,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573,4
957,7fJtPlEZKxu6gvkfBFc5tW,Drake,Too Good,Views,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2016-05-13,97,0,70164923,263373,0.653,7,-7.839,0.103,0.0484,4.91e-05,0.1,0.393,117.993,263373,4
958,6od5hFv9IT5JHc7NEF9HRv,Panic! At The Disco,Victorious,Death of a Bachelor,['modern rock'],2016-01-15,79,67,11590336,178600,0.865,8,-4.518,0.0472,0.00205,0.0,0.404,0.691,110.01,178600,4
959,37FXw5QGFN7uwwsLy8uAc0,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,"['dance pop', 'pop', 'viral pop']",2016-01-29,84,68,18783739,217707,0.563,1,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,217707,4
961,0LN0ASTtcGIbNTnjSHG6eO,Def Leppard,Pour Some Sugar On Me (2012),Pour Some Sugar On Me (2012),"['album rock', 'hard rock', 'nwobhm', 'rock']",1987,69,0,4143456,261532,0.849,9,-5.352,0.0612,0.00985,0.0,0.106,0.72,169.937,261532,4
962,6zpCJDhdpHPZCcFCJZDqX5,What So Not,High You Are,High You Are (Remixes),"['aussietronica', 'edm', 'electro house', 'electronic trap', 'escape room', 'vapor twitch']",2013-10-08,57,0,298082,213340,0.857,10,-5.613,0.0405,0.0557,0.11,0.0341,0.409,136.99,213340,4
963,1m4dXbkplvaOO4Wbdjbwxs,Meghan Trainor,Me Too,Thank You (Deluxe),"['dance pop', 'hip pop', 'pop']",2016-05-13,86,51,12461941,181240,0.694,11,-5.849,0.101,0.0963,1.2e-06,0.479,0.834,123.824,181240,4
964,4scpF6J5uMBvoh6sFB7EL1,Rae Sremmurd,No Type,SremmLife,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2015-01-06,73,71,7007477,200080,0.486,6,-7.803,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,200080,4
965,5tVA6TkbaAH9QMITTQRrNv,Tom Petty,Free Fallin',Full Moon Fever,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",1989-01-01,68,76,2088300,256000,0.449,5,-13.333,0.0253,0.212,0.0,0.0613,0.572,84.383,256000,4
966,3SVAN3BRByDmHOhKyIDxfC,Radiohead,Karma Police,OK Computer,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",1997-05-28,80,1,7670248,264067,0.505,7,-9.129,0.026,0.0626,9.22e-05,0.172,0.317,74.807,264067,4
967,4gMgiXfqyzZLMhsksGmbQV,Pink Floyd,"Another Brick in the Wall, Pt. 2",The Wall,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",1979-11-30,79,76,18016709,238747,0.394,0,-15.882,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747,4
968,7igBdfVoJlyLP1cKp8ynja,Zeds Dead,Lost You,Lost You,"['brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'electronic trap', 'progressive electro house', 'vapor twitch']",2014-11-04,63,0,547681,218312,0.882,11,-4.285,0.0398,0.0833,0.000349,0.354,0.517,126.012,218312,4
969,2KU0RHzEYq8GLwDTyimWGr,RL Grime,Core - Original Mix,VOID,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop dance', 'vapor twitch']",2014-11-17,62,0,396974,236800,0.949,0,-3.902,0.0559,0.00168,0.923,0.309,0.616,149.962,236800,3
970,6ZXWhWlTDBGHNDIDFuk2xa,Afroman,Crazy Rap (Colt 45 & 2 Zig Zags) - Album Version (Edited),The Good Times,"['comedy rap', 'gangster rap', 'hip hop', 'rap']",2001-01-01,62,38,383727,330027,0.377,9,-7.832,0.405,0.311,0.0,0.208,0.585,99.015,330027,4
972,3ge54HUrk1ht3EX5SMhIzZ,Meghan Trainor,NO,Thank You (Deluxe),"['dance pop', 'hip pop', 'pop']",2016-05-13,86,53,12461941,213507,0.802,1,-3.599,0.27,0.0125,1.45e-06,0.702,0.653,88.615,213507,4
973,4P73ZBrXOmsZA6WXsuxUC1,Marian Hill,Got It,Sway,['electropop'],2015-02-17,54,53,458834,191947,0.467,1,-8.29,0.0564,0.0552,0.239,0.0481,0.509,164.078,191947,4
974,1SW6z6iSau7vu59XRP2Wcv,Major Lazer,Blaze Up The Fire (feat. Chronixx),Peace Is The Mission,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",2015-06-01,75,0,6322958,214916,0.967,6,-3.616,0.0547,0.00599,6.37e-05,0.502,0.796,145.014,214916,4
975,7givkGZW1cwM8MJYzMd2Na,Future,Ain't No Time,EVOL,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",2016-04-13,90,47,12725780,202804,0.589,7,-6.677,0.0697,0.00937,0.000337,0.111,0.136,145.016,202804,4
976,1ACZpHI5vZ5Ea4xGlkdGWM,Afroman,Crazy Rap (Colt 45 & 2 Zig Zags),The Good Times,"['comedy rap', 'gangster rap', 'hip hop', 'rap']",2001-08-28,62,74,383727,328667,0.367,9,-7.797,0.382,0.325,0.0,0.132,0.576,99.053,328667,4
977,28IvFkxf9TBHdCIe3n1JWm,Afroman,Because I Got High - Extended Version,The Good Times,"['comedy rap', 'gangster rap', 'hip hop', 'rap']",2001-08-28,62,52,383727,310467,0.336,7,-8.56,0.561,0.108,0.0,0.321,0.796,166.018,310467,4
978,3rpkuydjmF8TnQiMXpLiqw,Afroman,She Won't Let Me Fuck (Palmdale Sessions),Happy to Be Alive,"['comedy rap', 'gangster rap', 'hip hop', 'rap']",2016-05-20,62,15,383727,360547,0.494,7,-6.592,0.383,0.299,0.0,0.0859,0.779,99.989,360547,4
979,1zEsG1FrBII1XW46RMY6Ms,Major Lazer,Playground,Free the Universe (Extended Version),"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",2013-04-16,75,0,6322958,237013,0.684,11,-6.137,0.0527,0.0814,2.65e-06,0.105,0.774,141.015,237013,4
980,38wLlYffZd4SBmb6953Sqw,Major Lazer,You're No Good,Free the Universe (Extended Version),"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",2013-04-16,75,0,6322958,243973,0.9,1,-4.352,0.156,0.0523,1.51e-05,0.117,0.445,113.991,243973,4
981,0PT7nlpo11hYYyfnBgtilT,T-Wayne,Nasty Freestyle,Nasty Freestyle,"['houston rap', 'pop rap']",2015-05-04,48,61,159475,142212,0.472,11,-7.116,0.218,0.0577,0.0,0.114,0.412,135.051,142212,4
983,5brMyscUnQg14hMriS91ks,The Chainsmokers,Kanye,Kanye,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",2014-08-05,81,54,19767798,229947,0.614,10,-6.573,0.0517,0.00203,1.56e-06,0.117,0.122,128.044,229947,4
984,27Har4Jai5ktc37ptEkINv,Young Dro,FDB,FDB,"['atl hip hop', 'crunk', 'dirty south rap', 'futuristic swag', 'gangster rap', 'houston rap', 'memphis hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2013-03-26,49,0,790004,220320,0.777,5,-4.808,0.206,0.0436,0.0,0.0829,0.642,125.055,220320,4
985,5GorCbAP4aL0EJ16frG2hd,Green Day,Boulevard of Broken Dreams,Greatest Hits: God's Favorite Band,"['permanent wave', 'punk']",2017-11-17,80,76,13640691,262333,0.682,8,-4.095,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333,4
986,6EoJpQBfDfZPM7OqxfAJf1,Mercedes Band,בואי ונביא לך ת'פאנק,מרסדס בנד,['israeli rock'],2004-01-01,45,41,86776,270427,0.675,5,-7.013,0.0485,0.000525,0.0106,0.105,0.833,98.07,270427,4
